DESCRIPTION,BRAND,CATEGORY,BARCODE,BATCH,"INBOUND DATE",WAREHOUSE,SUPPLIER,"SUPPLIER TYPE",STAFF
"Cellphone Battery Asus Zenfone 4 Max",ASUS,"Cellphone Battery",39306959-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
"WALLMOUNT FOR MONITOR/TV 32-63 PLASMA","No Brand","Wall Mount",40818697-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone LCD Oppo A3S",oppo,"Cellphone Lcd",60142710-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
"heavy duty VGA to VGA 3Meters","No Brand",Accessories,77651665-3,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Syy,Local,"Admin Tester"
"Laptop Charger Dell 19.5V 3.34A Circle Medium",Dell,"Laptop Charger",DE334CM-12,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Liz,International,"Admin Tester"
"Cellphone Battery iPhone 6 / 6G",Apple,"Cellphone Battery",93519343-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery Samsung J5 2016(EB-BJ510CBC)",Samsung,"Cellphone Battery",54725687-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery Xiaomi Mi Max (BM49)",xiaomi,"Cellphone Battery",95544545-50,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 6 Plus",Apple,"Cellphone Battery",49758261-17,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 6 Plus",Apple,"Cellphone Battery",49758261-6,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery VIVO Y91(B-F3)",VIVO,"Cellphone Battery",51189303-4,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery iPhone 6 / 6G",Apple,"Cellphone Battery",93519343-3,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Laptop Charger HP 19.5V 2.31A Blue Pin",HP,"Laptop Charger",HP231B-162,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Liz,International,"Admin Tester"
"Cellphone Battery Oppo A57 / A39(BLP619)",oppo,"Cellphone Battery",78311075-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"WALLMOUNT FOR MONITOR/TV 26-63 FLAT TV PDP","No Brand","Wall Mount",91000625-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone Battery Samsung S8 2017 EB-BG950ABE",Samsung,"Cellphone Battery",12620688-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",bea-ke,Local,"Admin Tester"
"Cellphone LCD Samsung J7 Pro (Black)",Samsung,"Cellphone Lcd",15484622-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone LCD Samsung J2 Prime",Samsung,"Cellphone Lcd",89754289-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
"HDMI Cable 15 Meters","No Brand",Accessories,90966565-4,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Syy,Local,"Admin Tester"
"Cellphone Battery Samsung S9(EB-BG960ABE)",Samsung,"Cellphone Battery",96059655-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Imports,International,"Admin Tester"
"Cellphone LCD Samsung Galaxy A7 2017",Samsung,"Cellphone Lcd",81682778-1,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)","Bea Ke",Local,"Admin Tester"
"Laptop Charger Lenovo 20V 2.25A Bullet Pin Original",Lenovo,"Laptop Charger",61475702-250,GENT008,"2025-07-12 10:09:26","STORAGE ROOM (JP STOCKS UNITS)",Liz,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-376,GENT007,"2025-07-12 10:02:50","MISSING (ALL WAREHOUSE)",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-124,GENT007,"2025-07-12 10:02:50","MISSING (ALL WAREHOUSE)",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-311,GENT007,"2025-07-12 10:02:50","MISSING (ALL WAREHOUSE)",Imports,International,"Admin Tester"
"Laptop Stand","No Brand",Accessories,22152355-8,GENT008,"2025-07-12 10:09:26","MISSING (ALL WAREHOUSE)",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-344,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-65,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-64,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-72,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-67,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-369,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-366,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-367,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-345,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-388,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-395,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-399,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-357,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-353,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-354,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-46,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDTV TO VGA","No Brand",Accessories,99229916-7,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-49,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-51,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-48,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-52,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-91,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-92,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-381,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-392,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-387,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-42,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-382,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-384,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-347,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-93,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-343,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-56,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-53,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-55,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-59,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-58,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-73,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-77,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-75,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-79,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-76,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-8,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDTV TO VGA","No Brand",Accessories,99229916-1,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-359,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-346,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDTV TO VGA","No Brand",Accessories,99229916-6,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"HDTV TO VGA","No Brand",Accessories,99229916-10,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-348,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-352,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDTV TO VGA","No Brand",Accessories,99229916-3,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-82,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-80,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-83,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-84,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-85,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-86,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-372,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-374,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-385,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-119,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-114,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-182,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-183,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-289,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-282,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-28,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-278,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDMI To USB","No Brand",Accessories,41035957-3,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"HDMI To USB","No Brand",Accessories,41035957-4,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-290,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-29,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-317,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-325,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables HDMI TO VGA","No Brand",Cables,55283637-3,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-249,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"AD-LINK TYPE-C TO VGA","No Brand",Accessories,94906722-1,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",TEST,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-219,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-135,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables HDMI TO VGA","No Brand",Cables,55283637-8,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"Cables HDMI TO VGA","No Brand",Cables,55283637-4,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-250,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-138,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-143,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"HDMI To USB","No Brand",Accessories,41035957-1,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-341,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-324,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-123,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-32,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-169,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-242,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-226,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-303,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables USB TO DISPLAY PORT","No Brand",Accessories,96635991-9,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"Display port to HDMI","No Brand",Cables,43729440-9,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-298,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-293,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"THERMAL PASTE SYRINGE","No Brand",Accessories,96414238-40,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-126,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-130,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-177,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-122,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-18,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-133,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables USB TO DISPLAY PORT","No Brand",Accessories,96635991-15,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-199,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-316,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-312,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-197,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-200,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"THERMAL PASTE SYRINGE","No Brand",Accessories,96414238-36,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-313,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-31,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-33,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-198,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-328,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-329,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"THERMAL PASTE SYRINGE","No Brand",Accessories,60679278-7,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"Cables USB TO DISPLAY PORT","No Brand",Accessories,96635991-14,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-179,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-337,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"Cables USB TO DISPLAY PORT","No Brand",Accessories,96635991-11,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Syy,Local,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-332,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-178,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-105,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-190,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
"LPO FLASHDRIVE",KINGSTON,"Flash Drive",97057412-263,GENT007,"2025-07-12 10:02:50","JP RIZAL FINAL",Imports,International,"Admin Tester"
