"Unique Barcode",Description,Category,Brand,Supplier,"System Warehouse","Scanned Warehouse","System Location","Scanned Location","Audit Status",Outbounded,"Unit Cost","Scanned Date"
34432419-114,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-115,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-116,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-117,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-118,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-119,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-120,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-121,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-122,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-123,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-124,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-125,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-126,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-127,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-128,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-129,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-131,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-132,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-133,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-134,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-135,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-136,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-137,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-138,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-139,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-140,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-141,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-142,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-143,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-144,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-145,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-146,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-147,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-148,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-149,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
34432419-150,"Laptop Charger Lenovo 3.25A USB","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER",BR6-L2-8,"FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:50:59"
44494203-427,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-428,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-429,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER STANDING","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-430,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER STANDING","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-431,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-432,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-433,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-437,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-438,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-439,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER STANDING","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-440,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-441,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-442,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-443,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-445,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-446,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-447,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-448,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-449,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-450,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-451,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-452,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-453,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-454,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-455,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-456,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-457,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-458,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-459,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-460,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-461,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-462,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-463,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-464,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-465,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-466,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-467,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-469,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-470,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER STANDING","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-471,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-473,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
44494203-474,"Laptop Charger Lenovo 20V 3.25A Bullet Pin","Laptop Charger",Lenovo,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER STANDING","FOR SKU INJECTED",scanned,no,159.61,"2026-07-19 10:51:01"
06550979-5,"Laptop Charger Asus 3.42A Common Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 34","FOR SKU INJECTED",scanned,no,332.73,"2026-07-19 10:54:21"
06550979-35,"Laptop Charger Asus 3.42A Common Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 1P",scanned,no,332.73,"2026-07-20 10:17:18"
06550979-39,"Laptop Charger Asus 3.42A Common Pin Original","Laptop Charger",ASUS,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 26","FOR SKU INJECTED",scanned,no,332.73,"2026-07-19 10:54:21"
46982184-5,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:51:48"
46982184-4,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","CPLCD-3 (STYRO)","FOR SKU INJECTED",scanned,no,576.34,"2026-07-19 10:51:59"
46982184-7,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 42","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:49:43"
46982184-8,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:51:48"
46982184-9,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:51:48"
46982184-2,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:52:13"
46982184-6,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:52:13"
52771162-15,"Cellphone LCD Vivo Y55","Cellphone Lcd",VIVO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,411.65,"2026-07-21 07:52:14"
75494238-9,"CellPhone LCD Samsung A7 2018","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 42","FOR SKU 72126I",scanned,no,508.49,"2026-07-21 07:49:43"
31456408-19,"Cellphone LCD OPPO A3S","Cellphone Lcd",oppo,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,460.07,"2026-07-21 07:52:14"
31456408-24,"Cellphone LCD OPPO A3S","Cellphone Lcd",oppo,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,460.07,"2026-07-21 07:52:14"
31456408-20,"Cellphone LCD OPPO A3S","Cellphone Lcd",oppo,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,460.07,"2026-07-21 07:51:48"
31456408-17,"Cellphone LCD OPPO A3S","Cellphone Lcd",oppo,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,460.07,"2026-07-21 07:52:13"
31456408-21,"Cellphone LCD OPPO A3S","Cellphone Lcd",oppo,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU INJECTED",scanned,no,460.07,"2026-07-19 10:51:58"
28974881-198,"Laptop Charger Samsung 3.16A Common Pin","Laptop Charger",Samsung,Liz,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 8","FOR SKU 1P",scanned,no,143.41,"2026-07-20 10:17:24"
82243118-2,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 42","FOR SKU 72126I",scanned,no,939.55,"2026-07-21 07:49:43"
82243118-1,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 42","FOR SKU 72126I",scanned,no,939.55,"2026-07-21 07:49:43"
18106785-8,"Cellphone LCD Huawei P10 Plus","Cellphone Lcd",huawei,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,778.12,"2026-07-21 07:52:13"
18106785-3,"Cellphone LCD Huawei P10 Plus","Cellphone Lcd",huawei,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW CPB2-3","FOR SKU INJECTED",scanned,no,778.12,"2026-07-19 10:51:58"
18106785-5,"Cellphone LCD Huawei P10 Plus","Cellphone Lcd",huawei,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW CPB2-3","FOR SKU INJECTED",scanned,no,778.12,"2026-07-19 10:51:58"
13916521-10,"Laptop Charger HP 19.5V 2.05A Bullet Small","Laptop Charger",HP,Mars,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,200.00,"2026-07-21 07:49:42"
18106785-1,"Cellphone LCD Huawei P10 Plus","Cellphone Lcd",huawei,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW CPB2-3","FOR SKU INJECTED",scanned,no,778.12,"2026-07-19 10:50:53"
18106785-4,"Cellphone LCD Huawei P10 Plus","Cellphone Lcd",huawei,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW CPLCD 3","FOR SKU INJECTED",scanned,no,778.12,"2026-07-19 10:51:58"
43840841-8,"Cellphone LCD Xiaomi Mi 8 Lite","Cellphone Lcd",xiaomi,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,447.20,"2026-07-21 07:52:14"
43840841-7,"Cellphone LCD Xiaomi Mi 8 Lite","Cellphone Lcd",xiaomi,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,447.20,"2026-07-21 07:52:13"
43840841-10,"Cellphone LCD Xiaomi Mi 8 Lite","Cellphone Lcd",xiaomi,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,447.20,"2026-07-21 07:51:48"
76162742-9,"Cellphone LCD Vivo V11i","Cellphone Lcd",VIVO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","CPLCD-3 (STYRO)","FOR SKU INJECTED",scanned,no,455.27,"2026-07-19 10:51:59"
75494238-6,"CellPhone LCD Samsung A7 2018","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","CPLCD-3 (STYRO)","FOR SKU INJECTED",scanned,no,508.49,"2026-07-19 10:51:58"
90311073-2,"Cellphone LCD Infinix Hot 9 Pro 2020","Cellphone Lcd",INFINIX,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,414.92,"2026-07-21 07:52:13"
82243118-9,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","CPLCD-3 (STYRO)","FOR SKU INJECTED",scanned,no,939.55,"2026-07-19 10:51:59"
82243118-4,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","NW CPLCD 3","FOR SKU INJECTED",scanned,no,939.55,"2026-07-19 10:51:58"
82243118-5,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,939.55,"2026-07-21 07:51:48"
46982184-1,"CellPhone LCD Tecno Camon 17 Pro","Cellphone Lcd",TECNO,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","BUFFER BOX 42","FOR SKU 72126I",scanned,no,576.34,"2026-07-21 07:49:43"
82243118-3,"CellPhone LCD Samsung C7 2016","Cellphone Lcd",Samsung,Imports,"LPO HQ-BUFFER","LPO HQ-BUFFER","FOR SKU","FOR SKU 72126I",scanned,no,939.55,"2026-07-21 07:51:48"
