'Accesories', 'INVISION', 'A4 TECH', 'A4 Tech USB Keyboard Mouse SET KRS 3330', 'A4TUKM-2', '475.00', '1', 'For SKU', 'LPO HQ'
'Memory', 'supplier', 'TEAM GROUP', 'MEMORY DESKTOP HKC PC DDR4 8GB 2666MHZ, WITH HEATSINK, COLOR BOX', '26971165-8', '615.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Memory WHICH SUPPLIER IS supplier','','','','8610','12','',''
'Monitor', 'CYBERTECH', 'Fuzion', 'UPS AWP (AID2000) 2000VA', '46131823-2', '5750.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'CYBERTECH', 'Fuzion', 'UPS AWP (AID2000) 2000VA', '46131823-3', '5750.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS CYBERTECH','','','','11500','2','',''
'Monitor', 'Exabyte', 'MSI', 'Monitor MSI G24C4 E2 23.8', '51324324-1', '5067.80', '1', 'For SKU', 'LPO Angeles Store'
'Monitor', 'Exabyte', 'NVISION', 'Monitor NVISION N2755-B 27', '46950059-1', '2655.37', '1', 'For SKU', 'LPO Angeles Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS Exabyte','','','','7723.17','2','',''
'Monitor', 'FB Marketplace', 'Dell', 'Monitor Dell 22 Inches', 'MD22I-1', '1500.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-1', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-2', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-3', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-4', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-5', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-6', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-7', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'FB Marketplace', 'PHILIPS', 'Monitor PHILIPS 24 Inch Frameless ', 'MP24IF-8', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS FB Marketplace','','','','15900','9','',''
'Monitor', 'INVISION', 'OEM', 'BRANDNEW MONITOR NVISION N190HD-V8 19', '72695583-2', '1544.00', '1', 'For SKU', 'LPO HQ'
'Monitor', 'INVISION', 'OEM', 'BRANDNEW MONITOR NVISION N190HD-V8 19', '72695583-3', '1544.00', '1', 'For SKU', 'LPO HQ'
'TOTAL FOR Monitor WHICH SUPPLIER IS INVISION','','','','3088','2','',''
'Monitor', 'Market Place', 'No Brand', 'Monitor with blemishes', 'MWB-2', '1500.00', '1', 'For SKU', 'LPO Gen. T Store'
'Monitor', 'Market Place', 'No Brand', 'Monitor with blemishes', 'MWB-3', '1500.00', '1', 'For SKU', 'LPO Gen. T Store'
'Monitor', 'Market Place', 'No Brand', 'Monitor with blemishes', 'MWB-1', '1500.00', '1', 'For SKU', 'LPCE Olongapo Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS Market Place','','','','4500','3','',''
'Monitor', 'Quiapo', 'OEM', 'NVISION N2410-B, 23.8', '97222373-1', '2950.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS Quiapo','','','','2950','1','',''
'Monitor', 'supplier', 'ASUS', 'BRANDNEW MONITOR Asus tuf gaming VG1A series (RYAN AGRAVANTE Tondo) (Asus tuf gaming VG1A series / VG249Q1A 23.8', '03534585-1', '5000.00', '1', 'For SKU', 'LPO Gen. T Store'
'Monitor', 'supplier', 'HP', 'HP M24F MONITOR BRANDNEW (OSMAN) (24 INCH MONITOR 1920X1080 FHD 60HZ)', '24250803-7', '3600.00', '1', 'For SKU', 'LPO Angeles Store'
'Monitor', 'supplier', 'HP', 'HP M24F MONITOR BRANDNEW (OSMAN) (24 INCH MONITOR 1920X1080 FHD 60HZ)', '24250803-9', '3600.00', '1', 'For SKU', 'LPO Angeles Store'
'Monitor', 'supplier', 'OEM', '24INCH VIEWPOINT CURVE MONITOR 165HZ', '60014740-16', '1800.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'supplier', 'PHILIPS', 'BRANDNEW MONITOR W/ BOX PHILIPS 24 INCH MONITOR 243V7Q (', '26693633-7', '1500.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'supplier', 'PHILIPS', 'BRANDNEW MONITOR W/ BOX PHILIPS 24 INCH MONITOR 243V7Q (', '26693633-6', '1500.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'supplier', 'PHILIPS', 'BRANDNEW MONITOR W/ BOX PHILIPS 24 INCH MONITOR 243V7Q (', '26693633-5', '1500.00', '1', 'For SKU', 'LPO Gen. T Store'
'Monitor', 'supplier', 'PHILIPS', 'BRANDNEW MONITOR W/ BOX PHILIPS 24 INCH MONITOR 243V7Q (', '26693633-1', '1500.00', '1', 'For SKU', 'LPO Angeles Store'
'Monitor', 'supplier', 'Samsung', 'PRE-OWNED SAMSUNG 24', '56600056-1', '0.00', '1', 'For SKU', 'LPO J.P Rizal Store'
'Monitor', 'supplier', 'View Sonic', 'BRANDNEW MONITOR VIEWSONIC 180HZ 27 INCH (CHOLLO)', '43462914-1', '5000.00', '1', 'For SKU', 'LPO Gen. T Store'
'TOTAL FOR Monitor WHICH SUPPLIER IS supplier','','','','25000','10','',''
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', '41447857-2941', '19.84', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-298', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-299', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-300', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-301', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-302', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-303', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-304', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-305', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-306', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-307', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-308', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-309', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-310', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-311', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-312', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-313', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-314', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-315', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-316', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-317', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-318', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-319', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-320', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-321', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-322', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-323', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-324', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-325', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-326', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-327', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-328', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-329', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-330', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-331', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-332', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-333', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-334', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-335', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-336', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-337', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-338', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-339', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-340', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-341', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-342', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-343', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-344', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-345', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-346', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-347', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-349', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-350', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-351', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-352', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-353', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-355', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-356', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-357', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-358', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-359', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-360', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-361', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-362', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-363', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-364', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-365', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-366', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-367', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-368', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-369', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-370', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-371', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-372', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-375', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-377', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-378', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-379', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-380', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-381', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-382', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-383', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-384', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-385', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-386', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-387', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-388', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-390', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-391', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-392', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-393', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-394', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-395', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-396', '19.74', '1', 'For SKU', 'LPO HQ'
'Power Cord', 'Liz', 'No Brand', 'Power Cord 2 Prongs', 'PC2P-397', '19.74', '1', 'For SKU', 'LPO HQ'
'TOTAL FOR Power Cord WHICH SUPPLIER IS Liz','','','','1875.4','95','',''
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-101', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-108', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-119', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-123', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-102', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-106', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '95726532-255', '246.50', '1', 'For SKU', 'LPCE Olongapo Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '95726532-247', '246.50', '1', 'For SKU', 'LPCE Olongapo Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-221', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-222', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-223', '246.50', '1', 'For SKU', 'LPO J.P Rizal Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-56', '246.50', '1', 'For SKU', 'LPO Gen. T Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '95726532-259', '246.50', '1', 'For SKU', 'LPO Gen. T Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '95726532-275', '246.50', '1', 'For SKU', 'LPO Gen. T Store'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-172', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-173', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-174', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-175', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-176', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-177', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-178', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-179', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-180', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-181', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-182', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-183', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-184', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-185', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-186', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-187', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-188', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-189', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-190', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-191', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-192', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-193', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-194', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-195', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-196', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-197', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-198', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-199', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-200', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-201', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-202', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-203', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-204', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-205', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-206', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-207', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-208', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-209', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-210', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-211', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-212', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-213', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-214', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-215', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-216', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-217', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-218', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
'Power Socket', 'Imports', 'No Brand', 'Power Socket T09', '43573443-219', '246.50', '1', 'For SKU', 'LPO HQ-BUFFER'
